customer_id,driver_id,persona_type,scenario_id,simulation_seed,observation_period,observation_day_index,service_date,trip_id,trip_sequence,trip_start_time,trip_end_time,start_gps_x,start_gps_y,end_gps_x,end_gps_y,zone_label,destination_type,trip_distance_km,trip_duration_min,avg_speed,max_speed,night_drive_flag,speeding_count,harsh_accel_count,harsh_brake_count,sharp_turn_count,stop_count,night_driving_signal,sudden_braking_signal,route_deviation_signal,reduced_activity_signal,fatigue_indicator,risk_signal_codes,persona_risk_annotation,synthetic_risk_tag
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,1,2026-01-01,trip_cust_001_0001,1,2026-01-01 17:10:00,2026-01-01 17:57:12,126.979014,37.566006,126.977498,37.565195,core,home,20.6,47.2,26.2,42.8,0,0,0,0,0,7,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,4,2026-01-04,trip_cust_001_0002,2,2026-01-04 10:30:00,2026-01-04 11:19:06,126.977163,37.566573,126.97786,37.567452,core,clinic,20.33,49.1,24.8,38.0,0,0,0,0,0,5,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,5,2026-01-05,trip_cust_001_0003,3,2026-01-05 11:00:00,2026-01-05 12:18:36,126.978311,37.566511,126.97813,37.564764,core,home,18.58,78.6,14.2,27.4,0,0,0,0,0,6,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,6,2026-01-06,trip_cust_001_0004,4,2026-01-06 13:35:00,2026-01-06 14:40:42,126.979717,37.566274,126.98001,37.567405,core,market,21.12,65.7,19.3,33.7,0,0,0,0,0,5,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,10,2026-01-10,trip_cust_001_0005,5,2026-01-10 09:00:00,2026-01-10 09:49:36,126.97679,37.567078,126.977539,37.56811,core,home,18.4,49.6,22.3,36.5,0,0,0,0,0,4,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,12,2026-01-12,trip_cust_001_0006,6,2026-01-12 17:05:00,2026-01-12 18:10:48,126.977702,37.566541,126.975798,37.567029,core,market,25.77,65.8,23.5,42.5,0,0,0,0,0,6,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,13,2026-01-13,trip_cust_001_0007,7,2026-01-13 09:05:00,2026-01-13 09:42:30,126.97607,37.566273,126.97822,37.565745,core,clinic,14.67,37.5,23.5,43.0,0,1,0,0,0,6,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,16,2026-01-16,trip_cust_001_0008,8,2026-01-16 12:15:00,2026-01-16 13:09:30,126.978284,37.566163,126.976872,37.564784,core,clinic,21.54,54.5,23.7,39.2,0,0,0,0,0,7,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,19,2026-01-19,trip_cust_001_0009,9,2026-01-19 09:30:00,2026-01-19 10:07:36,126.978205,37.566675,126.972051,37.577449,buffer,market,14.75,37.6,23.5,41.4,0,0,0,0,0,5,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,21,2026-01-21,trip_cust_001_0010,10,2026-01-21 10:05:00,2026-01-21 11:08:36,126.978234,37.565873,126.979389,37.565794,core,market,24.72,63.6,23.3,47.6,0,1,0,0,0,6,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,24,2026-01-24,trip_cust_001_0011,11,2026-01-24 09:35:00,2026-01-24 10:20:06,126.978151,37.566342,126.979732,37.56725,core,clinic,17.67,45.1,23.5,36.5,0,0,0,0,0,4,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,26,2026-01-26,trip_cust_001_0012,12,2026-01-26 09:45:00,2026-01-26 10:16:12,126.976449,37.566951,126.978028,37.566681,outer,home,24.03,31.2,46.2,66.6,0,0,0,0,0,4,0,0,0,0,0,none,no_trip_risk_signal,safe_outer
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,27,2026-01-27,trip_cust_001_0013,13,2026-01-27 12:05:00,2026-01-27 13:39:06,126.97838,37.565438,126.976244,37.566113,core,market,25.83,94.1,16.5,38.7,0,0,0,0,0,6,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,30,2026-01-30,trip_cust_001_0014,14,2026-01-30 16:15:00,2026-01-30 16:52:06,126.977806,37.566705,126.965872,37.568088,buffer,market,19.3,37.1,31.2,47.8,0,0,0,0,0,5,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,33,2026-02-02,trip_cust_001_0015,15,2026-02-02 15:50:00,2026-02-02 16:31:00,126.978474,37.566082,126.985144,37.566062,buffer,market,22.63,41.0,33.1,45.6,0,0,0,0,0,5,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,34,2026-02-03,trip_cust_001_0016,16,2026-02-03 14:40:00,2026-02-03 15:37:36,126.977666,37.566482,126.977467,37.567065,core,clinic,15.59,57.6,16.2,31.0,0,0,0,0,0,4,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,38,2026-02-07,trip_cust_001_0017,17,2026-02-07 12:35:00,2026-02-07 13:23:18,126.978605,37.566856,126.977369,37.568033,core,market,22.53,48.3,28.0,42.1,0,0,0,0,0,7,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,41,2026-02-10,trip_cust_001_0018,18,2026-02-10 19:45:00,2026-02-10 21:03:30,126.978067,37.567526,126.977038,37.566577,core,clinic,21.22,78.5,16.2,34.9,0,0,0,0,0,5,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,42,2026-02-11,trip_cust_001_0019,19,2026-02-11 17:40:00,2026-02-11 18:11:48,126.97812,37.566237,126.973559,37.570979,buffer,clinic,16.11,31.8,30.4,47.3,0,0,0,0,0,4,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,44,2026-02-13,trip_cust_001_0020,20,2026-02-13 10:15:00,2026-02-13 11:26:00,126.977227,37.56552,126.977186,37.566696,core,market,17.42,71.0,14.7,29.6,0,0,0,0,0,4,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,48,2026-02-17,trip_cust_001_0021,21,2026-02-17 08:40:00,2026-02-17 09:36:42,126.977695,37.567221,126.977143,37.567162,core,market,15.09,56.7,16.0,30.8,0,0,0,0,0,4,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,50,2026-02-19,trip_cust_001_0022,22,2026-02-19 14:50:00,2026-02-19 16:09:06,126.979278,37.566767,126.97779,37.565002,core,clinic,21.67,79.1,16.4,33.4,0,0,0,0,0,5,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,51,2026-02-20,trip_cust_001_0023,23,2026-02-20 12:50:00,2026-02-20 13:33:12,126.977758,37.566242,126.977322,37.565418,core,market,14.6,43.2,20.3,43.9,0,0,0,0,0,5,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,54,2026-02-23,trip_cust_001_0024,24,2026-02-23 12:15:00,2026-02-23 13:10:48,126.978522,37.566015,126.977351,37.567123,core,home,21.57,55.8,23.2,37.4,0,0,0,0,0,6,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,55,2026-02-24,trip_cust_001_0025,25,2026-02-24 18:20:00,2026-02-24 19:27:54,126.97911,37.566037,126.971493,37.564959,buffer,market,25.08,67.9,22.2,40.9,0,0,0,0,0,4,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,baseline,60,2026-03-01,trip_cust_001_0026,26,2026-03-01 09:10:00,2026-03-01 10:11:48,126.979074,37.565716,126.978651,37.566988,core,market,17.11,61.8,16.6,33.5,0,0,0,0,0,4,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,recent,61,2026-03-02,trip_cust_001_0027,27,2026-03-02 17:35:00,2026-03-02 18:24:18,126.978178,37.566669,126.987185,37.57252,buffer,market,19.88,49.3,24.2,45.9,0,0,0,0,0,4,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,recent,63,2026-03-04,trip_cust_001_0028,28,2026-03-04 13:20:00,2026-03-04 14:40:54,126.97935,37.567011,126.978428,37.565055,core,market,24.01,80.9,17.8,36.1,0,0,0,0,0,6,0,0,0,0,0,none,no_trip_risk_signal,normal
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,20260507,recent,66,2026-03-07,trip_cust_001_0029,29,2026-03-07 14:25:00,2026-03-07 15:30:48,126.976912,37.566346,126.977235,37.566383,core,market,20.23,65.8,18.4,40.3,0,0,0,0,0,6,0,0,0,0,0,none,no_trip_risk_signal,normal
